station_numbeer,zone_code,zone_name,district_code,district_name,block_code,block_name,panchayat_code,panchayat_name,location,longitude,latitude,station_type,agency,installed_position,date_of_comm,is_problematic,station_premises_on,vendor_engineer_name,User_ID,station_premises_condition,last_visited_date
63199656,51,North East,19,Purnia,190006,Krityanand Nagar,199656,Ganeshpur,,87.383,25.804,ARG,Ingen,Ground,13-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,06-11-2025
63199657,51,North East,19,Purnia,190006,Krityanand Nagar,199657,Gangaily,,87.418,25.697,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,Sub-merged,22-09-2025
63199658,51,North East,19,Purnia,190006,Krityanand Nagar,199658,Gokulpur,,87.327,25.856,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,30-12-2025
63199659,51,North East,19,Purnia,190006,Krityanand Nagar,199659,Guasi,,87.412,25.746,ARG,Ingen,Ground,13-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,06-03-2024
63199660,51,North East,19,Purnia,190006,Krityanand Nagar,199660,Jagani,,87.316,25.866,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,22-03-2024
63199661,51,North East,19,Purnia,190006,Krityanand Nagar,199661,Jhooni Istamrar,,87.416,25.825,ARG,Ingen,Ground,15-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,06-11-2025
63199662,51,North East,19,Purnia,190006,Krityanand Nagar,199662,Kajha,,87.332,25.791,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,29-12-2025
63199663,51,North East,19,Purnia,190006,Krityanand Nagar,199663,Kohbara,,87.306,25.961,ARG,Ingen,Ground,11-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,07-12-2024
63199664,51,North East,19,Purnia,190006,Krityanand Nagar,199664,Majra,,87.365,25.712,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,31-07-2024
63199665,51,North East,19,Purnia,190006,Krityanand Nagar,199665,Parora,,87.404,25.813,ARG,Ingen,Ground,11-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,06-11-2025
63199666,51,North East,19,Purnia,190006,Krityanand Nagar,199666,Pothia Rampur,,87.37,25.871,ARG,Ingen,Ground,11-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,22-03-2024
63199667,51,North East,19,Purnia,190006,Krityanand Nagar,199667,Rahuwa,,87.382,25.724,ARG,Ingen,Ground,13-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,04-06-2024
63199668,51,North East,19,Purnia,190006,Krityanand Nagar,199668,Sahara,,87.336,25.732,ARG,Ingen,Ground,13-09-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,19-12-2024
63199669,51,North East,19,Purnia,190006,Krityanand Nagar,199669,Satkodaria,,87.416,25.719,ARG,Ingen,Ground,13-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,04-06-2024
63199670,51,North East,19,Purnia,190007,Purnia East,199670,Abdulla Nagar,,87.535,25.768,ARG,Ingen,,,,,,,,
63199671,51,North East,19,Purnia,190007,Purnia East,199671,Belauri,,87.51,25.76,ARG,Ingen,,,,,,,,
63199672,51,North East,19,Purnia,190007,Purnia East,199672,Bhoga Kariyat,,87.618,25.697,ARG,Ingen,Ground,08-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-09-2025
63199673,51,North East,19,Purnia,190007,Purnia East,199673,Bikrampur,,87.612,25.713,ARG,Ingen,Ground,07-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-09-2025
63199674,51,North East,19,Purnia,190007,Purnia East,199674,Birpur,,87.558,25.74,ARG,Ingen,Ground,08-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,03-06-2025
63199675,51,North East,19,Purnia,190007,Purnia East,199675,Biyarpur,,87.546,25.686,ARG,Ingen,Ground,08-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,12-04-2024
63199676,51,North East,19,Purnia,190007,Purnia East,199676,Chandi,,87.513,25.735,ARG,Ingen,Ground,07-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-09-2025
63199677,51,North East,19,Purnia,190007,Purnia East,199677,Dimiya Chhattarjan,,87.503,25.692,ARG,Ingen,Ground,09-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,12-04-2024
63199678,51,North East,19,Purnia,190007,Purnia East,199678,Gaura,,87.621,25.692,ARG,Ingen,Ground,08-09-2021 00:00,,Private Land,Anwarul haque,21,No-Issue,12-09-2025
63199679,51,North East,19,Purnia,190007,Purnia East,199679,Hansda,,87.54,25.802,ARG,Ingen,,,,,,,,
63199680,51,North East,19,Purnia,190007,Purnia East,199680,Harada,,87.436,25.694,ARG,Ingen,Ground,07-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,12-04-2024
63199681,51,North East,19,Purnia,190007,Purnia East,199681,Kabaia,,87.467,25.703,ARG,Ingen,Ground,07-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,12-04-2024
63199682,51,North East,19,Purnia,190007,Purnia East,199682,Lal Ganj,,87.49,25.745,ARG,Ingen,Ground,21-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-09-2025
63199683,51,North East,19,Purnia,190007,Purnia East,199683,Maharaj Pur,,87.592,25.75,ARG,Ingen,Ground,07-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,03-06-2025
63199686,51,North East,19,Purnia,190007,Purnia East,199686,Rajiganj,,87.541,25.738,ARG,Ingen,Ground,09-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,03-06-2025
63199687,51,North East,19,Purnia,190007,Purnia East,199687,Rampur,,87.576,25.707,ARG,Ingen,Ground,09-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,03-06-2025
63199688,51,North East,19,Purnia,190007,Purnia East,199688,Sikanderpur,,87.576,25.772,ARG,Ingen,Ground,08-09-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,03-06-2025
63199689,51,North East,19,Purnia,190004,Rupauli,199689,Basant Pur,,87.21,25.566,ARG,Ingen,Ground,03-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,29-07-2024
63199690,51,North East,19,Purnia,190004,Rupauli,199690,Bhauwa Parbal,,87.144,25.484,ARG,Ingen,Ground,04-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,30-07-2024
63199691,51,North East,19,Purnia,190004,Rupauli,199691,Bhikhana,,87.109,25.554,ARG,Ingen,Ground,04-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,11-08-2025
63199693,51,North East,19,Purnia,190004,Rupauli,199693,Dhobgidha-Rupauli,,87.144,25.575,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,10-02-2024
63199694,51,North East,19,Purnia,190004,Rupauli,199694,Dhusar-Tikapatti,,87.209,25.517,ARG,Ingen,Ground,05-05-2021 00:00,,Private Land,Sumit saurav,21,Sub-merged,22-09-2025
63199695,51,North East,19,Purnia,190004,Rupauli,199695,Dobha Milik,,87.132,25.571,ARG,Ingen,Ground,05-05-2021 00:00,,Private Land,Sumit Saurav,21,No-Issue,22-09-2025
63199696,51,North East,19,Purnia,190004,Rupauli,199696,Goriar (East),,87.218,25.552,ARG,Ingen,Ground,03-05-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,24-02-2025
63199697,51,North East,19,Purnia,190004,Rupauli,199697,Goriyar West,,87.195,25.556,ARG,Ingen,Ground,03-05-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,24-02-2025
63199698,51,North East,19,Purnia,190004,Rupauli,199698,Goriarpatti Srimatta,,87.183,25.501,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,14-09-2024
63199699,51,North East,19,Purnia,190004,Rupauli,199699,Kanp,,87.13,25.502,ARG,Ingen,Ground,01-07-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,11-08-2025
63199700,51,North East,19,Purnia,190004,Rupauli,199700,Koyli Simra West,,87.199,25.49,ARG,Ingen,Ground,05-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,14-09-2024
63199701,51,North East,19,Purnia,190004,Rupauli,199701,Koyli Simra East,,87.209,25.475,ARG,Ingen,Ground,05-05-2021 00:00,,Private Land,Sumit kumar ,21,No-Issue,24-02-2025
63199702,51,North East,19,Purnia,190004,Rupauli,199702,Lachhmipur Girdhar,,87.065,25.532,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit Kumar ,21,No-Issue,24-03-2025
63199703,51,North East,19,Purnia,190004,Rupauli,199703,Laxmipur Charapatti,,87.15,25.526,ARG,Ingen,Ground,10-03-2022 00:00,,Private Land,Sumit saurav,21,No-Issue,14-09-2024
63199704,51,North East,19,Purnia,190004,Rupauli,199704,Mataili Khemchandra,,87.166,25.563,ARG,Ingen,Ground,03-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,03-12-2025
63199705,51,North East,19,Purnia,190004,Rupauli,199705,Nath Pur,,87.112,25.528,ARG,Ingen,Ground,04-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,11-08-2025
63199706,51,North East,19,Purnia,190004,Rupauli,199706,Ram Pur Parihat,,87.171,25.584,ARG,Ingen,Ground,03-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,25-04-2025
63199707,51,North East,19,Purnia,190004,Rupauli,199707,Singhpur Deera,,87.129,25.588,ARG,Ingen,Ground,03-05-2021 00:00,,Private Land,Sumit Kumar ,21,No-Issue,12-08-2025
63199708,51,North East,19,Purnia,190004,Rupauli,199708,Vijay Mohanpur,,87.105,25.474,ARG,Ingen,Ground,04-05-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,30-07-2024
63199709,51,North East,19,Purnia,190009,Srinagar,199709,Chanka,,87.387,25.92,ARG,Ingen,Ground,09-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,16-07-2025
63199710,51,North East,19,Purnia,190009,Srinagar,199710,Garhia Baluwa,,87.445,25.877,ARG,Ingen,Ground,09-09-2021 00:00,,Private Land,Sumit saurav,21,No-Issue,18-06-2024
63199711,51,North East,19,Purnia,190009,Srinagar,199711,Jageli,,87.408,25.912,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,20-05-2025
63199712,51,North East,19,Purnia,190009,Srinagar,199712,Jhunni Kala,,87.406,25.881,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,16-07-2025
63199713,51,North East,19,Purnia,190009,Srinagar,199713,Khokha North,,87.408,25.973,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Amit Kumar,21,No-Issue,15-02-2025
63199714,51,North East,19,Purnia,190009,Srinagar,199714,Khokha South,,87.423,25.926,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,20-05-2025
63199715,51,North East,19,Purnia,190009,Srinagar,199715,Khuti  Haseli,,87.402,25.885,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,16-07-2025
63199716,51,North East,19,Purnia,190009,Srinagar,199716,Khuti Dhunaili,,87.411,25.933,ARG,Ingen,Ground,10-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,08-11-2025
63199717,51,North East,19,Purnia,190009,Srinagar,199717,Sighia,,87.353,25.941,ARG,Ingen,Ground,11-09-2021 00:00,,Private Land,Amit Kumar ,21,No-Issue,08-11-2025
63199718,52,South West,42,Rohtas,420016,Akorhi Gola,199718,Akorhi,,84.205,24.975,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,12-12-2024
63199719,52,South West,42,Rohtas,420016,Akorhi Gola,199719,Bagha Khoh,,84.188,25.017,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,09-08-2025
63199720,52,South West,42,Rohtas,420016,Akorhi Gola,199720,Balegawan,,84.236,25.053,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,21-01-2025
63199721,52,South West,42,Rohtas,420016,Akorhi Gola,199721,Bank,,84.19,24.954,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,29-05-2024
63199722,52,South West,42,Rohtas,420016,Akorhi Gola,199722,Bararhi,,84.186,24.979,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,27-11-2024
63199723,52,South West,42,Rohtas,420016,Akorhi Gola,199723,Baruna,,84.247,24.986,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,04-07-2024
63199724,52,South West,42,Rohtas,420016,Akorhi Gola,199724,Biseni Kala,,84.229,25.034,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,22-07-2025
63199725,52,South West,42,Rohtas,420016,Akorhi Gola,199725,Chandi,,84.161,24.948,ARG,Spatika,,,,,Mukesh kumar ojha,7,No-Issue,28-08-2024
63199726,52,South West,42,Rohtas,420016,Akorhi Gola,199726,Muriar,,84.211,25,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,27-11-2024
63199727,52,South West,42,Rohtas,420016,Akorhi Gola,199727,Pakaria,,84.166,24.991,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,22-07-2025
63199728,52,South West,42,Rohtas,420016,Akorhi Gola,199728,Tet Rarh,,84.202,25.014,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,09-08-2025
63199729,52,South West,42,Rohtas,420005,Bikramganj,199729,Ghusiya Khurd,,84.25,25.204,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,18-10-2025
63199730,52,South West,42,Rohtas,420005,Bikramganj,199730,Ghusiyakala,,84.254,25.171,ARG,Spatika,,,,,mukesh kumar ojha,7,No-Issue,29-08-2024
63199731,52,South West,42,Rohtas,420005,Bikramganj,199731,Jamori,,84.259,25.256,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,25-12-2025
63199732,52,South West,42,Rohtas,420005,Bikramganj,199732,Jonhi,,84.277,25.189,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,06-02-2025
63199733,52,South West,42,Rohtas,420005,Bikramganj,199733,Khaira Bhudhar,,84.195,25.228,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,10-11-2025
63199734,52,South West,42,Rohtas,420005,Bikramganj,199734,Kusumhra,,84.182,25.249,ARG,Spatika,,,,,Mukesh ojha6,7,No-Issue,10-06-2024
63199735,52,South West,42,Rohtas,420005,Bikramganj,199735,Mani,,84.22,25.171,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,24-06-2025
63199736,52,South West,42,Rohtas,420005,Bikramganj,199736,Manpur,,84.212,25.214,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,29-11-2024
63199737,52,South West,42,Rohtas,420005,Bikramganj,199737,Mohini,,84.321,25.251,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,25-12-2025
63199738,52,South West,42,Rohtas,420005,Bikramganj,199738,Morauna,,84.282,25.258,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,24-06-2025
63199739,52,South West,42,Rohtas,420005,Bikramganj,199739,Nonhar,,84.225,25.23,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,10-11-2025
63199740,52,South West,42,Rohtas,420005,Bikramganj,199740,Shiwpur,,84.292,25.239,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,18-10-2025
63199741,52,South West,42,Rohtas,420012,Chenari,199741,Banauli,,83.81,24.95,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,14-05-2024
63199742,52,South West,42,Rohtas,420012,Chenari,199742,Chenari,,83.802,24.916,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-11-2024
63199743,52,South West,42,Rohtas,420012,Chenari,199743,Dewdihi,,83.882,24.876,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-11-2024
63199744,52,South West,42,Rohtas,420012,Chenari,199744,Dihriya,,83.837,24.957,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,14-10-2025
63199745,52,South West,42,Rohtas,420012,Chenari,199745,Fulwariya,,83.819,24.967,ARG,Spatika,,,,,Mukesh ojha,7,Sub-merged,14-05-2024
63199746,52,South West,42,Rohtas,420012,Chenari,199746,Hata,,83.801,24.923,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,14-10-2025
63199747,52,South West,42,Rohtas,420012,Chenari,199747,Kenar Kala,,83.851,24.916,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,23-01-2025
63199748,52,South West,42,Rohtas,420012,Chenari,199748,Khurmabad,,83.847,25.003,ARG,Spatika,,,,,,,,
63199749,52,South West,42,Rohtas,420012,Chenari,199749,Malhipur,,83.776,24.886,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,14-10-2025
63199750,52,South West,42,Rohtas,420012,Chenari,199750,Pewandi,,83.773,24.889,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,14-10-2025
63199751,52,South West,42,Rohtas,420012,Chenari,199751,Sadokhar,,83.82,24.881,ARG,Spatika,,,,,Mukesh ojha,7,Partially Sub-merged,20-07-2024
63199752,52,South West,42,Rohtas,420012,Chenari,199752,Ugahani,,83.808,24.861,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-11-2024
63199753,52,South West,42,Rohtas,420003,Dawath,199753,Babhnaul,,84.211,25.318,ARG,Spatika,,,,,Mukesh ojha,7,Partially Sub-merged,17-10-2025
63199754,52,South West,42,Rohtas,420003,Dawath,199754,Dawath,,84.221,25.302,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,17-10-2025
63199755,52,South West,42,Rohtas,420003,Dawath,199755,Dergaun,,84.298,25.297,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,14-12-2024
63199756,52,South West,42,Rohtas,420003,Dawath,199756,Gidha,,84.32,25.309,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,31-10-2024
63199757,52,South West,42,Rohtas,420003,Dawath,199757,Itwan,,84.24,25.347,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,20-07-2024
63199758,52,South West,42,Rohtas,420003,Dawath,199758,Jamsona,,84.185,25.339,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,25-06-2025
63199759,52,South West,42,Rohtas,420003,Dawath,199759,Sahi Naun,,84.2,25.302,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,14-12-2024
63199760,52,South West,42,Rohtas,420003,Dawath,199760,Semari,,84.197,25.344,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,17-10-2025
63199761,52,South West,42,Rohtas,420003,Dawath,199761,Usari,,84.236,25.307,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,17-10-2025
63199762,52,South West,42,Rohtas,420017,Dehri,199762,Barawan,,84.24,25.013,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,22-07-2025
63199763,52,South West,42,Rohtas,420017,Dehri,199763,Berkap,,84.23,24.955,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,30-04-2025
63199764,52,South West,42,Rohtas,420017,Dehri,199764,Bhainsaha,,84.144,24.891,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,12-12-2024
63199765,52,South West,42,Rohtas,420017,Dehri,199765,Bhaluari,,84.122,24.902,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,19-10-2024
63199766,52,South West,42,Rohtas,420017,Dehri,199766,Chaknaha,,84.133,24.858,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,09-06-2024
63199767,52,South West,42,Rohtas,420017,Dehri,199767,Dahaur,,84.127,24.924,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,29-05-2024
63199768,52,South West,42,Rohtas,420017,Dehri,199768,Darihat,,84.233,24.97,ARG,Spatika,,,,,mukesh ojha,7,No-Issue,04-02-2025
63199769,52,South West,42,Rohtas,420017,Dehri,199769,Gangauli,,84.183,24.932,ARG,Spatika,,,,,mukesh ojha,7,No-Issue,04-02-2025
63199770,52,South West,42,Rohtas,420017,Dehri,199770,Jamuhar,,84.121,24.935,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,22-07-2025
63199771,52,South West,42,Rohtas,420017,Dehri,199771,Majhiawan,,84.262,24.998,ARG,Spatika,,,,,mukesh ojha,7,No-Issue,04-02-2025
63199772,52,South West,42,Rohtas,420017,Dehri,199772,Mathuri,,84.166,24.906,ARG,Spatika,,,,,mukesh ojha,7,No-Issue,04-02-2025
63199773,52,South West,42,Rohtas,420017,Dehri,199773,Pahleza,,84.158,24.93,ARG,Spatika,,,,,Prakash ojha,7,Damaged,16-02-2024
63199774,52,South West,42,Rohtas,420017,Dehri,199774,Patpura,,84.147,24.889,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,29-05-2024
63199775,52,South West,42,Rohtas,420002,Dinara,199775,Akodha,,84.049,25.246,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,26-02-2024
63199776,52,South West,42,Rohtas,420002,Dinara,199776,Arang,,84.078,25.164,ARG,Spatika,,,,,,,,
63199777,52,South West,42,Rohtas,420002,Dinara,199777,Balia,,84.12,25.202,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,24-06-2024
63199778,52,South West,42,Rohtas,420002,Dinara,199778,Bhanpur,,84.091,25.281,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,15-11-2024
63199779,52,South West,42,Rohtas,420002,Dinara,199779,Bhara Sara,,84.241,25.271,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,18-02-2025
63199780,52,South West,42,Rohtas,420002,Dinara,199780,Bhui,,84.085,25.318,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,24-06-2024
63199781,52,South West,42,Rohtas,420002,Dinara,199781,Bisikala,,84.114,25.351,ARG,Spatika,,,,,,,,
63199782,52,South West,42,Rohtas,420002,Dinara,199782,Chilharuwa,,84.074,25.2,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,10-01-2025
63199783,52,South West,42,Rohtas,420002,Dinara,199783,Dinara,,84.065,25.248,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-07-2025
63199784,52,South West,42,Rohtas,420002,Dinara,199784,Gunsej,,84.159,25.303,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,10-01-2025
63199785,52,South West,42,Rohtas,420002,Dinara,199785,Haribans Pur,,84.136,25.255,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,26-02-2024
63199786,52,South West,42,Rohtas,420002,Dinara,199786,Jam Rodh,,84.266,25.266,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-07-2025
63199787,52,South West,42,Rohtas,420002,Dinara,199787,Karahansi,,84.118,25.157,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,06-02-2025
63199788,52,South West,42,Rohtas,420002,Dinara,199788,Karanj,,84.094,25.271,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,15-11-2024
63199789,52,South West,42,Rohtas,420002,Dinara,199789,Lilwach,,84.136,25.301,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,15-04-2024
63199790,52,South West,42,Rohtas,420002,Dinara,199790,Maharodh,,84.1,25.241,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-07-2025
63199791,52,South West,42,Rohtas,420002,Dinara,199791,Medani Pur,,84.15,25.36,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,15-11-2024
63199792,52,South West,42,Rohtas,420002,Dinara,199792,Rajpur,,84.139,25.222,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-07-2025
63199793,52,South West,42,Rohtas,420002,Dinara,199793,Saiser,,84.069,25.347,ARG,Spatika,,,,,Mukesh ojha,7,Partially Sub-merged,24-06-2024
63199794,52,South West,42,Rohtas,420002,Dinara,199794,Samhuti,,84.051,25.223,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-07-2025
63199795,52,South West,42,Rohtas,420002,Dinara,199795,Sarawan,,84.143,25.196,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,26-07-2025
63199796,52,South West,42,Rohtas,420002,Dinara,199796,Tenuaj,,84.155,25.227,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,10-01-2025
63199797,52,South West,42,Rohtas,420006,Karakat,199797,Amartha,,84.361,25.104,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,17-02-2025
63199798,52,South West,42,Rohtas,420006,Karakat,199798,Amona,,84.397,25.145,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,03-07-2024
63199799,52,South West,42,Rohtas,420006,Karakat,199799,Baradih,,84.303,25.09,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,03-10-2025
63199800,52,South West,42,Rohtas,420006,Karakat,199800,Bensagar,,84.211,25.146,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,10-11-2025
63199801,52,South West,42,Rohtas,420006,Karakat,199801,Burhawal,,84.331,25.116,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,21-01-2025
63199802,52,South West,42,Rohtas,420006,Karakat,199802,Chiksil,,84.342,25.193,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,03-10-2025
63199803,52,South West,42,Rohtas,420006,Karakat,199803,Danwar,,84.404,25.163,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,26-12-2025
63199804,52,South West,42,Rohtas,420006,Karakat,199804,Deo,,84.361,25.104,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,26-12-2025
63199805,52,South West,42,Rohtas,420006,Karakat,199805,Dhanhara,,84.363,25.13,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,28-11-2024
63199806,52,South West,42,Rohtas,420006,Karakat,199806,Gamhariya,,84.273,25.129,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,28-04-2025
63199807,52,South West,42,Rohtas,420006,Karakat,199807,Gorari,,84.306,25.112,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,21-07-2025
63199808,52,South West,42,Rohtas,420006,Karakat,199808,Jai Shree,,84.283,25.171,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,03-10-2025
63199809,52,South West,42,Rohtas,420006,Karakat,199809,Karakat,,84.283,25.18,ARG,Spatika,,,,,Mukesh ojha,7,No-Issue,03-10-2025
63199810,52,South West,42,Rohtas,420006,Karakat,199810,Karup,,84.29,25.14,ARG,Spatika,,,,,Prakash ojha,7,No-Issue,26-12-2025
